molregno,withdrawn_flag,pref_name,chembl_id,chirality,black_box_warning,polymer_flag,canonical_smiles,level5,level1_description,level2_description,level3_description,level4_description,who_name,warning_type,warning_class,warning_description,warning_country,warning_year
1994,0,ISOPROTERENOL,CHEMBL434,0,0,0,CC(C)NCC(O)c1ccc(O)c(O)c1,"('C01CA02', 'R03AB02', 'R03CB01', 'R03CB51')","('CARDIOVASCULAR SYSTEM', 'RESPIRATORY SYSTEM', 'RESPIRATORY SYSTEM', 'RESPIRATORY SYSTEM')","('CARDIAC THERAPY', 'DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES', 'DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES', 'DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES')","('CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES', 'ADRENERGICS, INHALANTS', 'ADRENERGICS FOR SYSTEMIC USE', 'ADRENERGICS FOR SYSTEMIC USE')","('Adrenergic and dopaminergic agents', 'Non-selective beta-adrenoreceptor agonists', 'Non-selective beta-adrenoreceptor agonists', 'Non-selective beta-adrenoreceptor agonists')","('isoprenaline', 'isoprenaline', 'isoprenaline', 'isoprenaline, combinations')",,,,,
2045,0,HYDROCHLOROTHIAZIDE,CHEMBL435,2,0,0,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,"('C03AA03', 'C03AX01')","('CARDIOVASCULAR SYSTEM', 'CARDIOVASCULAR SYSTEM')","('DIURETICS', 'DIURETICS')","('LOW-CEILING DIURETICS, THIAZIDES', 'LOW-CEILING DIURETICS, THIAZIDES')","('Thiazides, plain', 'Thiazides, combinations with other drugs')","('hydrochlorothiazide', 'hydrochlorothiazide, combinations')",,,,,
2046,0,FUROSEMIDE,CHEMBL35,2,1,0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,"('C03CA01',)","('CARDIOVASCULAR SYSTEM',)","('DIURETICS',)","('HIGH-CEILING DIURETICS',)","('Sulfonamides, plain',)","('furosemide',)",Black Box Warning,"(None,)",,United States,
2080,0,PYRIMETHAMINE,CHEMBL36,2,0,0,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,"('P01BD01', 'P01BD51')","('ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS', 'ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS')","('ANTIPROTOZOALS', 'ANTIPROTOZOALS')","('ANTIMALARIALS', 'ANTIMALARIALS')","('Diaminopyrimidines', 'Diaminopyrimidines')","('pyrimethamine', 'pyrimethamine, combinations')",,,,,
2084,1,TOLRESTAT,CHEMBL436,2,0,0,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,"('A10XA01',)","('ALIMENTARY TRACT AND METABOLISM',)","('DRUGS USED IN DIABETES',)","('OTHER DRUGS USED IN DIABETES',)","('Aldose reductase inhibitors',)","('tolrestat',)",Withdrawn,"('Hepatotoxicity',)",Hepatic necrosis,Canada; Italy; Argentina,1996.0
2095,1,SULFATHIAZOLE,CHEMBL437,2,0,0,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,"('D06BA02', 'J01EB07')","('DERMATOLOGICALS', 'ANTIINFECTIVES FOR SYSTEMIC USE')","('ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE', 'ANTIBACTERIALS FOR SYSTEMIC USE')","('CHEMOTHERAPEUTICS FOR TOPICAL USE', 'SULFONAMIDES AND TRIMETHOPRIM')","('Sulfonamides', 'Short-acting sulfonamides')","('sulfathiazole', 'sulfathiazole')",Withdrawn,"(None,)",,United States,
2130,0,SULFAMERAZINE,CHEMBL438,2,0,0,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,"('D06BA06', 'J01ED07')","('DERMATOLOGICALS', 'ANTIINFECTIVES FOR SYSTEMIC USE')","('ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE', 'ANTIBACTERIALS FOR SYSTEMIC USE')","('CHEMOTHERAPEUTICS FOR TOPICAL USE', 'SULFONAMIDES AND TRIMETHOPRIM')","('Sulfonamides', 'Long-acting sulfonamides')","('sulfamerazine', 'sulfamerazine')",,,,,
2131,0,SULFADIAZINE,CHEMBL439,2,0,0,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,"('J01EC02',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('SULFONAMIDES AND TRIMETHOPRIM',)","('Intermediate-acting sulfonamides',)","('sulfadiazine',)",,,,,
2166,0,THIOPENTAL,CHEMBL441,0,0,0,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,"('N01AF03', 'N05CA19')","('NERVOUS SYSTEM', 'NERVOUS SYSTEM')","('ANESTHETICS', 'PSYCHOLEPTICS')","('ANESTHETICS, GENERAL', 'HYPNOTICS AND SEDATIVES')","('Barbiturates, plain', 'Barbiturates, plain')","('thiopental', 'thiopental')",,,,,
2198,1,CYCLOBARBITAL,CHEMBL268164,2,0,0,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,"('N05CA10',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('HYPNOTICS AND SEDATIVES',)","('Barbiturates, plain',)","('cyclobarbital',)",Withdrawn,"('Misuse',)",Self-poisonings,Norway,1980.0
2203,0,ERGOTAMINE,CHEMBL442,1,1,0,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,"('N02CA02', 'N02CA52', 'N02CA72')","('NERVOUS SYSTEM', 'NERVOUS SYSTEM', 'NERVOUS SYSTEM')","('ANALGESICS', 'ANALGESICS', 'ANALGESICS')","('ANTIMIGRAINE PREPARATIONS', 'ANTIMIGRAINE PREPARATIONS', 'ANTIMIGRAINE PREPARATIONS')","('Ergot alkaloids', 'Ergot alkaloids', 'Ergot alkaloids')","('ergotamine', 'ergotamine, combinations excl. psycholeptics', 'ergotamine, combinations with psycholeptics')",,,,,
2208,0,TRETINOIN,CHEMBL38,2,1,0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,"('D10AD01', 'D10AD51', 'L01XF01')","('DERMATOLOGICALS', 'DERMATOLOGICALS', 'ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS')","('ANTI-ACNE PREPARATIONS', 'ANTI-ACNE PREPARATIONS', 'ANTINEOPLASTIC AGENTS')","('ANTI-ACNE PREPARATIONS FOR TOPICAL USE', 'ANTI-ACNE PREPARATIONS FOR TOPICAL USE', 'OTHER ANTINEOPLASTIC AGENTS')","('Retinoids for topical use in acne', 'Retinoids for topical use in acne', 'Retinoids for cancer treatment')","('tretinoin', 'tretinoin, combinations', 'tretinoin')",Black Box Warning,"('Hematological toxicity', 'Teratogenicity')",,United States,
2216,0,METHOHEXITAL,CHEMBL7413,0,1,0,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,"('N01AF01', 'N05CA15')","('NERVOUS SYSTEM', 'NERVOUS SYSTEM')","('ANESTHETICS', 'PSYCHOLEPTICS')","('ANESTHETICS, GENERAL', 'HYPNOTICS AND SEDATIVES')","('Barbiturates, plain', 'Barbiturates, plain')","('methohexital', 'methohexital')",,,,,
2217,0,PHENOBARBITAL,CHEMBL40,2,0,0,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,"('N03AA02',)","('NERVOUS SYSTEM',)","('ANTIEPILEPTICS',)","('ANTIEPILEPTICS',)","('Barbiturates and derivatives',)","('phenobarbital',)",,,,,
2223,0,FLUOXETINE,CHEMBL41,0,1,0,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,"('N06AB03',)","('NERVOUS SYSTEM',)","('PSYCHOANALEPTICS',)","('ANTIDEPRESSANTS',)","('Selective serotonin reuptake inhibitors',)","('fluoxetine',)",,,,,
2247,0,SULFAMETHOXAZOLE,CHEMBL443,2,0,0,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,"('J01EC01',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('SULFONAMIDES AND TRIMETHOPRIM',)","('Intermediate-acting sulfonamides',)","('sulfamethoxazole',)",,,,,
2256,0,BARBITAL,CHEMBL444,2,0,0,CCC1(CC)C(=O)NC(=O)NC1=O,"('N05CA04',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('HYPNOTICS AND SEDATIVES',)","('Barbiturates, plain',)","('barbital',)",,,,,
2261,0,CLOZAPINE,CHEMBL42,2,1,0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,"('N05AH02',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('ANTIPSYCHOTICS',)","('Diazepines, oxazepines, thiazepines and oxepines',)","('clozapine',)",Black Box Warning,"('Hematological toxicity', 'Cardiotoxicity', 'Vascular toxicity', 'Neurotoxicity')",,United States,
2262,0,NORTRIPTYLINE,CHEMBL445,2,1,0,CNCCC=C1c2ccccc2CCc2ccccc21,"('N06AA10',)","('NERVOUS SYSTEM',)","('PSYCHOANALEPTICS',)","('ANTIDEPRESSANTS',)","('Non-selective monoamine reuptake inhibitors',)","('nortriptyline',)",,,,,
2265,0,SULFAMETHAZINE,CHEMBL446,2,0,0,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,"('J01EB03',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('SULFONAMIDES AND TRIMETHOPRIM',)","('Short-acting sulfonamides',)","('sulfadimidine',)",,,,,
2326,1,SECOBARBITAL,CHEMBL447,0,0,0,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,"('N05CA06',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('HYPNOTICS AND SEDATIVES',)","('Barbiturates, plain',)","('secobarbital',)",,,,,
2327,1,PENTOBARBITAL,CHEMBL448,0,0,0,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,"('N05CA01',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('HYPNOTICS AND SEDATIVES',)","('Barbiturates, plain',)","('pentobarbital',)",Withdrawn,"('Misuse',)",Self-Poisonings,Norway,1980.0
2366,1,AMOBARBITAL,CHEMBL267894,0,0,0,CCC1(CCC(C)C)C(=O)N=C(O)NC1=O,"('N05CA02',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('HYPNOTICS AND SEDATIVES',)","('Barbiturates, plain',)","('amobarbital',)",Withdrawn,"('Misuse',)",Self-Poisonings,Norway,1980.0
2408,0,METHARBITAL,CHEMBL450,2,0,0,CCC1(CC)C(=O)NC(=O)N(C)C1=O,"('N03AA30',)","('NERVOUS SYSTEM',)","('ANTIEPILEPTICS',)","('ANTIEPILEPTICS',)","('Barbiturates and derivatives',)","('metharbital',)",,,,,
2431,0,CHLORDIAZEPOXIDE,CHEMBL451,2,1,0,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,"('N05BA02',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('ANXIOLYTICS',)","('Benzodiazepine derivatives',)","('chlordiazepoxide',)",,,,,
2465,0,CLONAZEPAM,CHEMBL452,2,1,0,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,"('N03AE01',)","('NERVOUS SYSTEM',)","('ANTIEPILEPTICS',)","('ANTIEPILEPTICS',)","('Benzodiazepine derivatives',)","('clonazepam',)",Black Box Warning,"(None,)",,United States,
2484,0,SULFISOXAZOLE,CHEMBL453,2,0,0,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,"('J01EB05', 'S01AB02')","('ANTIINFECTIVES FOR SYSTEMIC USE', 'SENSORY ORGANS')","('ANTIBACTERIALS FOR SYSTEMIC USE', 'OPHTHALMOLOGICALS')","('SULFONAMIDES AND TRIMETHOPRIM', 'ANTIINFECTIVES')","('Short-acting sulfonamides', 'Sulfonamides')","('sulfafurazole', 'sulfafurazole')",,,,,
2516,1,SULFAMETHOXYPYRIDAZINE,CHEMBL268869,2,0,0,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,"('J01ED05',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('SULFONAMIDES AND TRIMETHOPRIM',)","('Long-acting sulfonamides',)","('sulfamethoxypyridazine',)",Withdrawn,"(None,)",,United Kingdom,1986.0
2525,0,SULFACETAMIDE,CHEMBL455,2,0,0,CC(=O)NS(=O)(=O)c1ccc(N)cc1,"('D10AF06', 'S01AB04')","('DERMATOLOGICALS', 'SENSORY ORGANS')","('ANTI-ACNE PREPARATIONS', 'OPHTHALMOLOGICALS')","('ANTI-ACNE PREPARATIONS FOR TOPICAL USE', 'ANTIINFECTIVES')","('Antiinfectives for treatment of acne', 'Sulfonamides')","('sulfacetamide', 'sulfacetamide')",,,,,
2580,0,AMSACRINE,CHEMBL43,2,0,0,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,"('L01XX01',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('OTHER ANTINEOPLASTIC AGENTS',)","('Other antineoplastic agents',)","('amsacrine',)",,,,,
2654,0,ETHACRYNIC ACID,CHEMBL456,2,0,0,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,"('C03CC01',)","('CARDIOVASCULAR SYSTEM',)","('DIURETICS',)","('HIGH-CEILING DIURETICS',)","('Aryloxyacetic acid derivatives',)","('etacrynic acid',)",,,,,
2819,1,TICRYNAFEN,CHEMBL267744,2,0,0,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,"('C03CC02',)","('CARDIOVASCULAR SYSTEM',)","('DIURETICS',)","('HIGH-CEILING DIURETICS',)","('Aryloxyacetic acid derivatives',)","('tienilic acid',)",Withdrawn,"('Hepatotoxicity',)",Liver Toxicity and Death,United Kingdom; United States; Germany; France,1980.0
2994,0,GEMFIBROZIL,CHEMBL457,2,0,0,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,"('C10AB04',)","('CARDIOVASCULAR SYSTEM',)","('LIPID MODIFYING AGENTS',)","('LIPID MODIFYING AGENTS, PLAIN',)","('Fibrates',)","('gemfibrozil',)",,,,,
3012,0,MELATONIN,CHEMBL45,2,0,0,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,"('N05CH01',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('HYPNOTICS AND SEDATIVES',)","('Melatonin receptor agonists',)","('melatonin',)",,,,,
3059,0,LYSINE,CHEMBL8085,1,0,0,NCCCC[C@H](N)C(=O)O,"('B05XB03',)","('BLOOD AND BLOOD FORMING ORGANS',)","('BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS',)","('I.V. SOLUTION ADDITIVES',)","('Amino acids',)","('lysine',)",,,,,
3183,0,ONDANSETRON,CHEMBL46,0,0,0,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,"('A04AA01',)","('ALIMENTARY TRACT AND METABOLISM',)","('ANTIEMETICS AND ANTINAUSEANTS',)","('ANTIEMETICS AND ANTINAUSEANTS',)","('Serotonin (5HT3) antagonists',)","('ondansetron',)",,,,,
3599,0,BUSPIRONE,CHEMBL49,2,0,0,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,"('N05BE01',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('ANXIOLYTICS',)","('Azaspirodecanedione derivatives',)","('buspirone',)",,,,,
3683,0,KETANSERIN,CHEMBL51,2,0,0,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,"('C02KD01',)","('CARDIOVASCULAR SYSTEM',)","('ANTIHYPERTENSIVES',)","('OTHER ANTIHYPERTENSIVES',)","('Serotonin antagonists',)","('ketanserin',)",,,,,
3730,0,METHYLDOPA,CHEMBL459,1,0,0,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,"('C02AB01',)","('CARDIOVASCULAR SYSTEM',)","('ANTIHYPERTENSIVES',)","('ANTIADRENERGIC AGENTS, CENTRALLY ACTING',)","('Methyldopa',)","('methyldopa (levorotatory)',)",,,,,
3799,0,MOLINDONE,CHEMBL460,0,1,0,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,"('N05AE02',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('ANTIPSYCHOTICS',)","('Indole derivatives',)","('molindone',)",,,,,
3854,0,APOMORPHINE,CHEMBL53,1,0,0,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,"('G04BE07', 'N04BC07')","('GENITO URINARY SYSTEM AND SEX HORMONES', 'NERVOUS SYSTEM')","('UROLOGICALS', 'ANTI-PARKINSON DRUGS')","('UROLOGICALS', 'DOPAMINERGIC AGENTS')","('Drugs used in erectile dysfunction', 'Dopamine agonists')","('apomorphine', 'apomorphine')",,,,,
3859,0,HALOPERIDOL,CHEMBL54,2,1,0,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,"('N05AD01',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('ANTIPSYCHOTICS',)","('Butyrophenone derivatives',)","('haloperidol',)",Black Box Warning,"('Psychiatric toxicity', None)",,United States,
4011,0,AMINOHIPPURIC ACID,CHEMBL463,2,0,0,Nc1ccc(C(=O)NCC(=O)O)cc1,"('V04CH30',)","('VARIOUS',)","('DIAGNOSTIC AGENTS',)","('OTHER DIAGNOSTIC AGENTS',)","('Tests for renal function and ureteral injuries',)","('aminohippuric acid',)",,,,,
4193,1,ETRETINATE,CHEMBL464,2,0,0,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,"('D05BB01',)","('DERMATOLOGICALS',)","('ANTIPSORIATICS',)","('ANTIPSORIATICS FOR SYSTEMIC USE',)","('Retinoids for treatment of psoriasis',)","('etretinate',)",Withdrawn,"('Teratogenicity',)",Risk for birth defects,France; United States,1989.0
4345,0,NEVIRAPINE,CHEMBL57,2,1,0,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,"('J05AG01',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIVIRALS FOR SYSTEMIC USE',)","('DIRECT ACTING ANTIVIRALS',)","('Non-nucleoside reverse transcriptase inhibitors',)","('nevirapine',)",Black Box Warning,"('Immune system toxicity', 'Hepatotoxicity', 'Dermatological toxicity')",,United States,
4496,0,DRONABINOL,CHEMBL465,1,0,0,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,"('A04AD10',)","('ALIMENTARY TRACT AND METABOLISM',)","('ANTIEMETICS AND ANTINAUSEANTS',)","('ANTIEMETICS AND ANTINAUSEANTS',)","('Other antiemetics',)","('dronabinol',)",,,,,
4504,0,MITOXANTRONE,CHEMBL58,2,1,0,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,"('L01DB07',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES',)","('Anthracyclines and related substances',)","('mitoxantrone',)",,,,,
4584,0,DOPAMINE,CHEMBL59,2,0,0,NCCc1ccc(O)c(O)c1,"('C01CA04',)","('CARDIOVASCULAR SYSTEM',)","('CARDIAC THERAPY',)","('CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES',)","('Adrenergic and dopaminergic agents',)","('dopamine',)",,,,,
4730,0,HYDROXYUREA,CHEMBL467,2,1,0,NC(=O)NO,"('L01XX05',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('OTHER ANTINEOPLASTIC AGENTS',)","('Other antineoplastic agents',)","('hydroxycarbamide',)",Black Box Warning,"('Carcinogenicity', 'Hematological toxicity')",,United States,
4775,0,PODOFILOX,CHEMBL61,1,0,0,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,"('D06BB04',)","('DERMATOLOGICALS',)","('ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE',)","('CHEMOTHERAPEUTICS FOR TOPICAL USE',)","('Antivirals',)","('podophyllotoxin',)",,,,,
4941,0,ISONIAZID,CHEMBL64,2,1,0,NNC(=O)c1ccncc1,"('J04AC01', 'J04AC51')","('ANTIINFECTIVES FOR SYSTEMIC USE', 'ANTIINFECTIVES FOR SYSTEMIC USE')","('ANTIMYCOBACTERIALS', 'ANTIMYCOBACTERIALS')","('DRUGS FOR TREATMENT OF TUBERCULOSIS', 'DRUGS FOR TREATMENT OF TUBERCULOSIS')","('Hydrazides', 'Hydrazides')","('isoniazid', 'isoniazid, combinations')",Black Box Warning,"('Hepatotoxicity', 'Gastrotoxicity')",,United States,
5028,0,THALIDOMIDE,CHEMBL468,0,1,0,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,"('L04AX02',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('IMMUNOSUPPRESSANTS',)","('IMMUNOSUPPRESSANTS',)","('Other immunosuppressants',)","('thalidomide',)",Black Box Warning,"('Teratogenicity', 'Vascular toxicity')",,United States,
5080,0,KETOROLAC,CHEMBL469,0,1,0,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,"('M01AB15', 'S01BC05')","('MUSCULO-SKELETAL SYSTEM', 'SENSORY ORGANS')","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS', 'OPHTHALMOLOGICALS')","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS', 'ANTIINFLAMMATORY AGENTS')","('Acetic acid derivatives and related substances', 'Antiinflammatory agents, non-steroids')","('ketorolac', 'ketorolac')",,,,,
5528,0,SOTALOL,CHEMBL471,0,1,0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,"('C07AA07',)","('CARDIOVASCULAR SYSTEM',)","('BETA BLOCKING AGENTS',)","('BETA BLOCKING AGENTS',)","('Beta blocking agents, non-selective',)","('sotalol',)",,,,,
5582,0,GLYBURIDE,CHEMBL472,2,0,0,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,"('A10BB01',)","('ALIMENTARY TRACT AND METABOLISM',)","('DRUGS USED IN DIABETES',)","('BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS',)","('Sulfonylureas',)","('glibenclamide',)",,,,,
5638,0,DOFETILIDE,CHEMBL473,2,1,0,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,"('C01BD04',)","('CARDIOVASCULAR SYSTEM',)","('CARDIAC THERAPY',)","('ANTIARRHYTHMICS, CLASS I AND III',)","('Antiarrhythmics, class III',)","('dofetilide',)",Black Box Warning,"('Cardiotoxicity',)",,United States,
5772,0,DACARBAZINE,CHEMBL476,2,1,0,CN(C)/N=N/c1[nH]cnc1C(N)=O,"('L01AX04',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('ALKYLATING AGENTS',)","('Other alkylating agents',)","('dacarbazine',)",Black Box Warning,"('Teratogenicity', 'Carcinogenicity', 'Hepatotoxicity', 'Hematological toxicity')",,United States,
5797,0,ADENOSINE,CHEMBL477,1,0,0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"('C01EB10',)","('CARDIOVASCULAR SYSTEM',)","('CARDIAC THERAPY',)","('OTHER CARDIAC PREPARATIONS',)","('Other cardiac preparations',)","('adenosine',)",,,,,
5970,1,THIORIDAZINE,CHEMBL479,0,1,0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,"('N05AC02',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('ANTIPSYCHOTICS',)","('Phenothiazines with piperidine structure',)","('thioridazine',)",Black Box Warning,"(None,)",,United States,
5970,1,THIORIDAZINE,CHEMBL479,0,1,0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,"('N05AC02',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('ANTIPSYCHOTICS',)","('Phenothiazines with piperidine structure',)","('thioridazine',)",Withdrawn,"('Cardiotoxicity',)",Cardiac arrythmias,United Kingdom; Worldwide,2005.0
5975,0,LANSOPRAZOLE,CHEMBL480,0,0,0,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,"('A02BC03', 'A02BC53')","('ALIMENTARY TRACT AND METABOLISM', 'ALIMENTARY TRACT AND METABOLISM')","('DRUGS FOR ACID RELATED DISORDERS', 'DRUGS FOR ACID RELATED DISORDERS')","('DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)', 'DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)')","('Proton pump inhibitors', 'Proton pump inhibitors')","('lansoprazole', 'lansoprazole, combinations')",,,,,
5985,0,IRINOTECAN,CHEMBL481,1,1,0,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,"('L01CE02',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS',)","('Topoisomerase 1 (TOP1) inhibitors',)","('irinotecan',)",,,,,
6005,0,MORPHINE,CHEMBL70,1,1,0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,"('A07DA52', 'N02AA01', 'N02AA51')","('ALIMENTARY TRACT AND METABOLISM', 'NERVOUS SYSTEM', 'NERVOUS SYSTEM')","('ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS', 'ANALGESICS', 'ANALGESICS')","('ANTIPROPULSIVES', 'OPIOIDS', 'OPIOIDS')","('Antipropulsives', 'Natural opium alkaloids', 'Natural opium alkaloids')","('morphine, combinations', 'morphine', 'morphine, combinations')",,,,,
6167,0,CODEINE,CHEMBL485,1,1,0,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,"('N02AA59', 'N02AA79', 'R05DA04')","('NERVOUS SYSTEM', 'NERVOUS SYSTEM', 'RESPIRATORY SYSTEM')","('ANALGESICS', 'ANALGESICS', 'COUGH AND COLD PREPARATIONS')","('OPIOIDS', 'OPIOIDS', 'COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS')","('Natural opium alkaloids', 'Natural opium alkaloids', 'Opium alkaloids and derivatives')","('codeine, combinations excl. psycholeptics', 'codeine, combinations with psycholeptics', 'codeine')",,,,,
